F	38,	1.90564
F	7	4.74967
F	,7	2.27750
F	8,7	1.65774
F	70	2.06297
F	,70	0.41581
F	8,70	-0.00000
F	700	0.65101
F	,700	-0.00000
F	700บ	-0.00000
F	ตท	2.77784
F	ัตท	2.40564
F	ทิ	3.01025
F	ิศ	4.74359
F	ทิศ	4.19061
F	ศป	0.77464
F	ิศป	0.77323
F	ทิศป	0.46900
F	ศปร	0.81194
F	ิศปร	0.43950
F	ประ	3.75953
F	ศประ	1.93744
F	ระส	3.46173
F	ประส	2.36121
F	ระสิ	1.47958
F	ิท	3.27907
F	สิท	0.30038
F	ะสิท	-0.00000
F	ธ	3.99465
F	ทธ	2.84734
F	ิทธ	0.73660
F	สิทธ	0.70235
F	ธิ	4.09821
F	ทธิ	3.88244
F	ิทธิ	3.80391
F	ิจ	3.95594
F	ได	0.11495
F	งได	0.05001
F	จงได	-0.00000
F	ด้	4.35754
F	ได้	4.78079
F	งได้	4.60352
F	้ล	3.45178
F	ด้ล	2.74584
F	ได้ล	2.74584
F	้ลา	2.88510
F	ด้ลา	1.37878
F	ภ	3.35303
F	าภ	2.93379
F	ลาภ	3.46132
F	ภล	1.35042
F	ภล้	0.97095
F	้ำ	4.66199
F	ล้ำ	4.18236
F	ำน	2.90216
F	้ำน	2.83529
F	ล้ำน	1.66450
F	นำ	4.17137
F	ำนำ	2.58496
F	ำส	2.69079
F	นำส	2.53661
F	ำสน	1.40564
F	นอ	3.87816
F	สนอ	2.40464
F	อง	4.77491
F	นอง	3.88741
F	สนอง	3.84670
F	ว่	0.19754
F	ว่า	4.58412
F	ว่าน	3.28863
F	่านี	0.13572
F	นี่	4.35631
F	านี่	3.32486
F	่แ	3.41183
F	ี่แ	3.99871
F	นี่แ	1.60683
F	แน	2.33540
F	่แน	1.60431
F	ี่แน	1.35164
F	นะ	4.47300
F	แนะ	2.43641
F	ะค	3.55767
F	นะค	2.11328
F	คว	1.14559
F	ะคว	0.99661
F	ควา	0.25555
F	ะควา	-0.00000
F	วาม	4.61043
F	ความ	4.54300
F	วามร	2.35276
F	รั	3.17149
F	มรั	2.16762
F	ามรั	2.02523
F	ัก	4.61975
F	รัก	3.28418
F	มรัก	3.87648
F	กป	2.64501
F	ักป	1.78281
F	รักป	1.35203
F	กปร	1.15190
F	ักปร	0.72193
F	กประ	3.01874
F	ะจ	3.23735
F	ระจ	3.09986
F	ประจ	2.09554
F	จั	2.36112
F	ะจั	1.93013
F	ระจั	1.58137
F	จัก	3.70636
F	ะจัก	0.71077
F	กษ	2.73418
F	ักษ	2.46427
F	จักษ	0.90985
F	ษ์	4.57875
F	กษ์	4.55982
F	ักษ์	4.39168
F	์แ	2.93460
F	ษ์แ	2.32428
F	กษ์แ	2.35222
F	แจ	1.82678
F	์แจ	1.94599
F	ษ์แจ	0.72193
F	แจ้	0.28047
F	์แจ้	-0.00000
F	้ง	4.62543
F	จ้ง	3.90736
F	แจ้ง	3.90736
F	งแ	3.56587
F	้งแ	2.21787
F	จ้งแ	2.39629
F	แก	2.21788
F	งแก	2.09576
F	้งแก	1.43963
F	แก่	4.38757
F	งแก่	3.80929
F	่ใ	2.08019
F	ก่ใ	0.77424
F	แก่ใ	0.50326
F	ใจ	4.69334
F	่ใจ	3.82502
F	ก่ใจ	3.50000
F	จน	4.76725
F	ใจน	2.44732
F	จนว	0.77323
F	ตอ	3.20160
F	อน	5.28892
F	ตอน	3.95583
F	อนท	3.16789
F	ตอนท	0.46900
F	นที	0.49469
F	อนที	0.37123
F	นที่	4.60837
F	2	4.64045
F	่2	4.31226
F	ี่2	4.14922
F	ที่2	4.15036
F	2ท	2.40667
F	ท้	2.16143
F	ท้า	1.76345
F	้าว	4.37968
F	ท้าว	3.64774
F	วส	4.19229
F	าวส	3.57923
F	้าวส	2.41013
F	วสั	2.27901
F	าวสั	1.80872
F	สัน	3.31118
F	วสัน	1.04344
F	นน	3.49050
F	ันน	2.03871
F	สันน	1.24396
F	นุ	3.79173
F	นนุ	2.23221
F	ันนุ	1.36704
F	ุร	3.34352
F	นุร	1.20269
F	นนุร	-0.00000
F	ุรา	4.25263
F	นุรา	-0.00000
F	าช	4.68590
F	ราช	4.32820
F	ุราช	3.49738
F	ชช	2.87898
F	าชช	2.42640
F	ราชช	2.42640
F	ชุ	1.71527
F	ุบ	3.96803
F	ชุบ	3.20932
F	บต	3.31250
F	ุบต	0.99176
F	ชุบต	-0.00000
F	บตั	1.22288
F	ุบตั	-0.00000
F	โอ	3.90237
F	zโอ	0.86306
F	szโอ	0.86306
F	อก	4.75137
F	ออก	3.12547
F	กส	3.98987
F	อกส	3.70657
F	ออกส	2.51957
F	สด	2.08572
F	กสด	1.37878
F	ดว	2.51488
F	สดว	1.54879
F	วก	4.27696
F	ดวก	3.66537
F	สดวก	2.32193
F	กไ	2.27162
F	วกไ	2.88815
F	ไส	2.56153
F	กไส	2.44931
F	ส้	2.05733
F	ไส้	3.40648
F	้ 	4.28501
F	 เ	4.19182
F	้ เ	2.44644
F	เส	2.97066
F	 เส	2.12581
F	เสา	3.45805
F	 เสา	0.65002
F	าโ	4.22989
F	สาโ	2.19716
F	เสาโ	1.84237
F	าโข	1.52193
F	ขด	3.65376
F	โขด	1.81128
F	ขี	1.61174
F	ขี้	2.54316
F	ผ	3.15030
F	้ผ	2.63343
F	ี้ผ	1.40857
F	ขี้ผ	-0.00000
F	ผึ	0.49547
F	้ผึ	-0.00000
F	ี้ผึ	-0.00000
F	ึ้	0.28734
F	ผึ้	-0.00000
F	้ผึ้	-0.00000
F	ึ้ง	4.11287
F	ผึ้ง	3.68541
F	งห	3.18147
F	้งห	2.24051
F	ึ้งห	1.66450
F	งหา	4.09096
F	้งหา	0.97095
F	าบ	4.42365
F	หาบ	2.24340
F	งหาบ	1.53947
F	บล	4.38932
F	าบล	1.05722
F	หาบล	-0.00000
F	บละ	3.25034
F	าบละ	2.69112
F	ะ5	2.61688
F	ละ5	2.45772
F	บละ5	0.91830
F	ะ50	0.86312
F	ละ50	0.86312
F	 2	2.10391
F	2 	2.44644
F	 5	1.29574
F	53	3.63351
F	3 	2.89185
F	ช่	2.81846
F	ใช่	4.41228
F	่ก	3.28953
F	ช่ก	2.50000
F	ใช่ก	2.23593
F	กิ	2.20256
F	่กิ	1.12518
F	กิจ	2.88615
F	จ,	3.37878
F	,เ	4.05075
F	เร	2.49246
F	,เร	1.71162
F	เรา	4.29819
F	,เรา	2.80735
F	าค	4.03575
F	ราค	2.86582
F	เราค	2.78401
F	คิ	0.30826
F	าคิ	0.21536
F	ราคิ	0.54356
F	ิด	4.86798
F	คิด	4.45654
F	าคิด	3.96942
F	ดค	3.69011
F	ิดค	3.04185
F	คิดค	3.06608
F	คุ	1.69779
F	ดคุ	2.15591
F	ุ้	1.46692
F	คุ้	1.15745
F	ุ้น	2.17313
F	คุ้น	1.14524
F	้นแ	2.76304
F	แค	2.53418
F	นแค	2.12923
F	คะ	2.76006
F	ะใ	1.39217
F	ใค	0.06836
F	ะใค	0.14609
F	ค้	1.39632
F	้ค	3.11292
F	คน	4.95216
F	้คน	4.34552
F	คนึ	-0.00000
F	นึง	3.56571
F	คนึง	2.77736
F	งถ	3.22520
F	ึงถ	2.26822
F	นึงถ	-0.00000
F	ถึ	0.01846
F	งถึ	0.06083
F	ึงถึ	-0.00000
F	ถึง	4.50371
F	งถึง	4.26076
F	.	3.63338
F	จ.	1.47920
F	.ศ	0.01520
F	จ.ศ	0.25802
F	ศ.	0.34877
F	.ศ.	0.27505
F	จ.ศ.	-0.00000
F	.1	2.47371
F	ศ.1	1.66182
F	.ศ.1	1.66182
F	12	4.38233
F	.12	1.19160
F	ศ.12	0.97602
F	22	4.29085
F	122	2.91676
F	.122	2.71929
F	222	2.41938
F	1222	1.79248
F	(	4.76884
F	2(	1.66450
F	(พ	2.94087
F	พ.	0.01570
F	(พ.	-0.00000
F	พ.ศ	-0.00000
F	(พ.ศ	-0.00000
F	พ.ศ.	0.10012
F	.2	1.38797
F	ศ.2	1.36319
F	.ศ.2	1.36319
F	4	4.84334
F	24	3.33166
F	.24	1.89881
F	ศ.24	1.89881
F	40	3.18621
F	240	3.30370
F	.240	2.86625
F	03	2.85222
F	403	1.37095
F	2403	1.37095
F	ง1,	2.89629
F	าง1,	2.71929
F	,2	2.88503
F	1,2	3.07103
F	21	4.39649
F	,21	2.15564
F	6	4.68505
F	16	4.62737
F	6,	3.25631
F	16,	2.54926
F	6,0	0.48546
F	6,00	0.32276
F	มห	2.64336
F	หิ	2.73679
F	มหิ	2.51394
F	หิท	-0.00000
F	มหิท	-0.00000
F	หิทธ	-0.00000
F	ิเ	3.99822
F	ธิเ	2.94641
F	ทธิเ	3.38158
F	ิเร	2.49161
F	รื	1.02574
F	เรื	0.72384
F	รือ	4.64980
F	เรือ	4.38206
F	ือง	4.59325
F	รือง	4.31982
F	งข	3.32664
F	องข	2.79530
F	ืองข	2.32533
F	ขจ	1.68692
F	เห	2.79464
F	็	3.48005
F	ห็	0.09417
F	เห็	0.09417
F	็น	4.73642
F	ห็น	4.36219
F	เห็น	4.36219
F	็นแ	3.14966
F	ห็นแ	2.45710
F	แต	0.43257
F	นแต	0.43405
F	็นแต	-0.00000
F	ต่	4.33284
F	แต่	4.47814
F	นแต่	4.57686
F	่น	4.94960
